SoftPertPop,RectifiedNashPertPop,NashPertPopulation,SelfPlayPertPopulation,FictitiousPertPopulation,SoftPertPop_std,RectifiedNashPertPop_std,NashPertPopulation_std,SelfPlayPertPopulation_std,FictitiousPertPopulation_std
-16.544009576888307,-16.23477495543672,-15.86797118758435,-18.05,-17.781754519989814,1.62713698138064,1.481963371168091,1.3287318991802888,1.5090974123627672,1.6615765095610802
-17.73112523754441,-18.059345066698008,-18.18034829059829,-20.95,-16.746010919598817,1.0816249135697849,0.9463694659629811,0.9895662449440975,1.3936911422549834,0.9974892210240053
-17.44167343335978,-17.51619047619048,-17.397740183792813,-19.8,-13.791622434905127,1.0947870865750362,1.066404686034609,1.1468762038116505,1.0114346246792227,1.278641052012512
-17.35204367579554,-16.919240433895606,-17.29086410880142,-19.55,-12.939124950194223,0.9018049270273258,1.0287258321488117,1.0216977703441272,1.3142963897081965,1.3323064260140953
-17.01988849698487,-17.51430060483252,-16.862575757575758,-21.45,-10.428992239185398,1.197004612748991,1.1198191224875893,1.1751958255629438,1.255935906007946,1.1390427244572618
-14.822236708330834,-15.660647247483467,-15.682980484135024,-25.9,-6.920793679852707,1.3214745607895348,1.3309580571756912,1.1879148810072035,1.3691238074038445,1.243789992361594
-14.27389478804508,-15.501236104423288,-15.22089101208896,-27.9,-5.166561416748871,0.9295763923487222,0.9056516743855814,1.2210667299553928,2.0321171226088324,0.8944654101409432
-15.160186760567196,-14.27006971355911,-14.701234120258846,-30.9,-1.533580007868292,1.35162292995186,1.4948606759163297,1.4306561928009711,1.5522564221158823,0.7780766890622476
